date,sales,dollar_vol,avg_price,med_price,total_listings,month_inventory,county
2011-03-01,131,21087649,160974,157500,,,Guadalupe
2011-04-01,131,21170852,161610,156000,,,Guadalupe
2011-05-01,159,26288193,165335,155000,,,Guadalupe
2011-06-01,185,35369237,191185,162990,,,Guadalupe
2011-07-01,154,32168989,208890,165962,,,Guadalupe
2011-08-01,128,22430970,175242,167600,,,Guadalupe
2011-09-01,164,29547312,180167,157500,,,Guadalupe
2011-10-01,124,21276323,171583,155000,,,Guadalupe
2011-11-01,115,19648282,170855,169900,,,Guadalupe
2011-12-01,105,18994486,180900,166000,,,Guadalupe
2012-01-01,83,11959011,144084,150000,,,Guadalupe
2012-02-01,92,14292512,155353,153192,,,Guadalupe
2012-03-01,127,22853171,179946,166000,,,Guadalupe
2012-04-01,127,23221716,182848,167000,,,Guadalupe
2012-05-01,144,26439271,183606,159950,,,Guadalupe
2012-06-01,150,27282653,181884,170000,,,Guadalupe
2012-07-01,164,31219715,190364,169450,,,Guadalupe
2012-08-01,205,39661639,193471,175000,,,Guadalupe
2012-09-01,155,28924451,186609,166500,,,Guadalupe
2012-10-01,132,23029267,174464,171500,,,Guadalupe
2012-11-01,120,24288017,202400,181250,,,Guadalupe
2012-12-01,122,21111076,173042,158125,,,Guadalupe
2013-01-01,104,19081783,183479,163750,,,Guadalupe
2013-02-01,99,17161349,173347,160000,,,Guadalupe
2013-03-01,139,26324171,189383,168000,,,Guadalupe
2013-04-01,149,28341715,190213,167500,,,Guadalupe
2013-05-01,218,44420623,203764,179950,,,Guadalupe
2013-06-01,193,37865887,196196,178000,,,Guadalupe
2013-07-01,190,38220501,201161,186000,,,Guadalupe
2013-08-01,189,39677786,209935,185000,,,Guadalupe
2013-09-01,172,32609709,189591,175000,,,Guadalupe
2013-10-01,177,34592454,195438,177400,,,Guadalupe
2013-11-01,136,26909122,197861,179000,,,Guadalupe
2013-12-01,158,29056591,183902,171750,,,Guadalupe
2014-01-01,127,23184146,182552,172000,,,Guadalupe
2014-02-01,116,22230892,191646,166266,,,Guadalupe
2014-03-01,173,33955959,196277,184000,,,Guadalupe
2014-04-01,205,38113931,185922,179066,,,Guadalupe
2014-05-01,213,43620834,204793,190000,,,Guadalupe
2014-06-01,241,50467352,209408,192000,,,Guadalupe
2014-07-01,208,46770788,224860,185250,,,Guadalupe
2014-08-01,238,50563604,212452,189000,,,Guadalupe
2014-09-01,184,41216268,224001,196500,,,Guadalupe
2014-10-01,198,39672118,200364,184000,,,Guadalupe
2014-11-01,145,29255411,201761,199999,,,Guadalupe
2014-12-01,212,43150628,203541,187350,,,Guadalupe
2015-01-01,134,29146500,217511,189950,611.0,3.2,Guadalupe
2015-02-01,178,37968827,213308,211495,619.0,3.2,Guadalupe
2015-03-01,204,44044449,215904,192057,640.0,3.3,Guadalupe
2015-04-01,232,49595069,213772,199750,687.0,3.5,Guadalupe
2015-05-01,262,63049051,240645,218900,685.0,3.4,Guadalupe
2015-06-01,251,56390695,224664,206000,713.0,3.5,Guadalupe
2015-07-01,282,59510482,211030,210000,758.0,3.6,Guadalupe
2015-08-01,251,53827362,214452,199900,750.0,3.6,Guadalupe
2015-09-01,229,49548898,216371,200000,756.0,3.5,Guadalupe
2015-10-01,209,43448219,207886,189000,731.0,3.4,Guadalupe
2015-11-01,163,33728417,206923,194900,685.0,3.2,Guadalupe
2015-12-01,216,46277601,214248,196069,628.0,2.9,Guadalupe
2016-01-01,135,27385690,202857,193500,690.0,3.2,Guadalupe
2016-02-01,166,35352283,212966,195000,716.0,3.3,Guadalupe
2016-03-01,231,48185967,208597,200000,765.0,3.5,Guadalupe
2016-04-01,244,53572866,219561,204312,786.0,3.6,Guadalupe
2016-05-01,296,66296257,223974,214500,808.0,3.6,Guadalupe
2016-06-01,297,68501619,230645,215680,833.0,3.7,Guadalupe
2016-07-01,260,61499254,236536,215000,830.0,3.7,Guadalupe
2016-08-01,330,76405978,231533,210000,813.0,3.5,Guadalupe
2016-09-01,289,67691628,234227,209000,765.0,3.2,Guadalupe
2016-10-01,212,50782079,239538,222721,762.0,3.2,Guadalupe
2016-11-01,223,50931591,228393,210000,705.0,2.9,Guadalupe
2016-12-01,229,52903092,231018,219900,616.0,2.5,Guadalupe
2017-01-01,173,41105501,237604,213000,638.0,2.6,Guadalupe
2017-02-01,205,45408812,221506,213500,633.0,2.5,Guadalupe
2017-03-01,251,58758193,234096,223250,729.0,2.9,Guadalupe
2017-04-01,210,48035036,228738,210000,809.0,3.3,Guadalupe
2017-05-01,318,75967032,238890,224000,803.0,3.2,Guadalupe
2017-06-01,344,80420351,233780,220000,827.0,3.3,Guadalupe
2017-07-01,285,67957673,238448,222000,867.0,3.4,Guadalupe
2017-08-01,282,67375718,238921,224500,875.0,3.5,Guadalupe
2017-09-01,243,59721513,245768,227500,810.0,3.3,Guadalupe
2017-10-01,255,60064331,235546,219000,797.0,3.2,Guadalupe
2017-11-01,203,48750499,240150,217000,783.0,3.1,Guadalupe
2017-12-01,214,51559020,240930,219900,669.0,2.7,Guadalupe
2018-01-01,181,41372445,228577,218000,663.0,2.7,Guadalupe
2018-02-01,180,42496329,236091,224625,680.0,2.8,Guadalupe
2018-03-01,231,54627089,236481,220000,786.0,3.2,Guadalupe
2018-04-01,271,69096417,254968,245000,819.0,3.3,Guadalupe
2018-05-01,300,75717781,252393,240000,882.0,3.5,Guadalupe
2018-06-01,347,86626574,249644,227000,921.0,3.7,Guadalupe
2018-07-01,351,87854570,250298,239800,904.0,3.5,Guadalupe
2018-08-01,346,84158931,243234,226950,912.0,3.5,Guadalupe
2018-09-01,227,57885011,255000,220000,887.0,3.4,Guadalupe
2018-10-01,209,51791443,247806,226500,898.0,3.5,Guadalupe
2018-11-01,257,67075326,260993,240000,893.0,3.4,Guadalupe
2018-12-01,218,54691750,250880,235625,807.0,3.1,Guadalupe
2019-01-01,182,44346815,243664,233250,915.0,3.5,Guadalupe
2019-02-01,223,55338733,248156,230000,996.0,3.8,Guadalupe
2019-03-01,316,77600657,245572,230250,1066.0,3.9,Guadalupe
2019-04-01,314,79277799,252477,239900,1041.0,3.8,Guadalupe
2019-05-01,424,110843638,261424,244000,1037.0,3.6,Guadalupe
2019-06-01,412,105716809,256594,245250,999.0,3.4,Guadalupe
2019-07-01,361,95895134,265637,251200,1002.0,3.4,Guadalupe
2019-08-01,339,87035097,256741,240000,969.0,3.3,Guadalupe
2019-09-01,254,64400652,253546,240000,924.0,3.2,Guadalupe
2019-10-01,290,77285621,266502,240000,897.0,3.0,Guadalupe
2019-11-01,203,51636662,254368,240511,835.0,2.8,Guadalupe
2019-12-01,259,63470149,245058,239700,749.0,2.5,Guadalupe
2020-01-01,165,40563127,245837,238000,766.0,2.6,Guadalupe
2020-02-01,200,48958637,244793,235500,797.0,2.7,Guadalupe
2020-03-01,266,68640778,258048,240544,771.0,2.7,Guadalupe
2020-04-01,233,58992413,253186,240000,758.0,2.7,Guadalupe
2020-05-01,241,63073856,261717,249500,710.0,2.6,Guadalupe
2020-06-01,357,96203926,269479,249000,645.0,2.4,Guadalupe
2020-07-01,406,113612719,279834,255250,668.0,2.5,Guadalupe
2020-08-01,390,106393299,272803,251000,667.0,2.5,Guadalupe
2020-09-01,355,100306530,282554,255500,630.0,2.2,Guadalupe
2020-10-01,329,94701516,287847,252990,618.0,2.2,Guadalupe
2020-11-01,333,95144697,285720,250000,600.0,2.0,Guadalupe
2020-12-01,422,119235894,282550,250000,499.0,1.6,Guadalupe
2021-01-01,232,65755725,283430,262925,492.0,1.6,Guadalupe
2021-02-01,226,66211768,292972,261950,426.0,1.3,Guadalupe
2021-03-01,366,104195198,284686,260000,357.0,1.1,Guadalupe
2021-04-01,383,118998293,310701,275000,348.0,1.0,Guadalupe
2021-05-01,368,109345928,297136,275950,438.0,1.3,Guadalupe
2021-06-01,464,148750989,320584,285000,436.0,1.2,Guadalupe
2021-07-01,418,137801699,329669,306550,538.0,1.5,Guadalupe
2021-08-01,359,126142315,351371,315648,628.0,1.8,Guadalupe
2011-01-01,1984,366152263,184553,123250,,,Harris
2011-02-01,2217,466394991,210372,135000,,,Harris
2011-03-01,3140,655961300,208905,135000,,,Harris
2011-04-01,3200,632668887,197709,135000,,,Harris
2011-05-01,3278,700258040,213624,140000,,,Harris
2011-06-01,3733,832250356,222944,145000,,,Harris
2011-07-01,3313,721992496,217927,142500,,,Harris
2011-08-01,3608,755876578,209500,143530,,,Harris
2011-09-01,3057,621701195,203370,141250,,,Harris
2011-10-01,2729,556116828,203780,135140,,,Harris
2011-11-01,2599,530758842,204217,137000,,,Harris
2011-12-01,3049,664917468,218077,145000,,,Harris
2012-01-01,2071,379769855,183375,124995,,,Harris
2012-02-01,2553,503003847,197025,135295,,,Harris
2012-03-01,3311,756937282,228613,148750,,,Harris
2012-04-01,3473,762250041,219479,147000,,,Harris
2012-05-01,3997,952233582,238237,155300,,,Harris
2012-06-01,4174,970199242,232439,154500,,,Harris
2012-07-01,4094,909902402,222253,153875,,,Harris
2012-08-01,4265,944963398,221562,151690,,,Harris
2012-09-01,3307,721642003,218217,149700,,,Harris
2012-10-01,3498,779126695,222735,149945,,,Harris
2012-11-01,3336,771210187,231178,154900,,,Harris
2012-12-01,3426,829819168,242212,156653,,,Harris
2013-01-01,2626,513647208,195601,138000,,,Harris
2013-02-01,2980,663103022,222518,151868,,,Harris
2013-03-01,3874,918261933,237032,160000,,,Harris
2013-04-01,4305,1104763467,256623,169600,,,Harris
2013-05-01,4850,1244619281,256623,169970,,,Harris
2013-06-01,4586,1205202792,262800,175000,,,Harris
2013-07-01,4929,1265156090,256676,171100,,,Harris
2013-08-01,4756,1230381436,258701,172000,,,Harris
2013-09-01,3990,983353757,246455,168000,,,Harris
2013-10-01,3966,913832640,230417,162950,,,Harris
2013-11-01,3400,834877680,245552,169900,,,Harris
2013-12-01,3890,1039945102,267338,175000,,,Harris
2014-01-01,2672,636172272,238088,160000,,,Harris
2014-02-01,3194,780265942,244291,169900,,,Harris
2014-03-01,3893,1019260790,261819,177500,,,Harris
2014-04-01,4144,1132852420,273372,179000,,,Harris
2014-05-01,4646,1307425603,281409,185000,,,Harris
2014-06-01,4817,1365073214,283387,191470,,,Harris
2014-07-01,4900,1350033415,275517,188000,,,Harris
2014-08-01,4697,1261963462,268674,185000,,,Harris
2014-09-01,4156,1121074758,269748,179096,,,Harris
2014-10-01,4352,1135820877,260988,179900,,,Harris
2014-11-01,3350,902502451,269404,180000,,,Harris
2014-12-01,4252,1209943831,284559,190000,,,Harris
2015-01-01,2587,665378096,257201,172830,9214.0,2.3,Harris
2015-02-01,2906,756281599,260248,180000,9463.0,2.3,Harris
2015-03-01,3889,1088713295,279947,190000,9452.0,2.3,Harris
2015-04-01,4142,1145739754,276615,189920,9830.0,2.4,Harris
2015-05-01,4259,1246479410,292670,203000,10380.0,2.6,Harris
2015-06-01,4900,1459576173,297873,200000,10935.0,2.7,Harris
2015-07-01,5059,1477150114,291985,200000,12220.0,3.0,Harris
2015-08-01,4573,1281227968,280172,196000,12411.0,3.1,Harris
2015-09-01,4264,1150775951,269882,190000,12421.0,3.1,Harris
2015-10-01,3760,1012960210,269404,185000,12235.0,3.1,Harris
2015-11-01,2984,772199146,258780,184950,11964.0,3.0,Harris
2015-12-01,4028,1123803023,278998,195650,11254.0,2.9,Harris
2016-01-01,2647,671749604,253778,184900,11685.0,3.0,Harris
2016-02-01,3058,812175251,265590,188750,12278.0,3.1,Harris
2016-03-01,3981,1080241823,271349,195000,12875.0,3.2,Harris
2016-04-01,4081,1139171140,279140,200000,13040.0,3.3,Harris
2016-05-01,4608,1326658411,287903,206000,13294.0,3.3,Harris
2016-06-01,4850,1462734028,301595,215000,14031.0,3.5,Harris
2016-07-01,4524,1322149277,292252,215000,14247.0,3.6,Harris
2016-08-01,4963,1432143831,288564,208815,14223.0,3.6,Harris
2016-09-01,4191,1159404726,276642,204000,14217.0,3.6,Harris
2016-10-01,3744,1038805570,277459,200000,13803.0,3.5,Harris
2016-11-01,3644,1032352916,283302,206045,13354.0,3.3,Harris
2016-12-01,4264,1278265646,299781,212000,12290.0,3.0,Harris
2017-01-01,2647,708149077,267529,190000,12263.0,3.0,Harris
2017-02-01,3190,890922659,279286,203250,12620.0,3.1,Harris
2017-03-01,4498,1286794342,286081,209900,13596.0,3.3,Harris
2017-04-01,4183,1223438233,292479,210000,14283.0,3.5,Harris
2017-05-01,4982,1528561685,306817,215000,15021.0,3.6,Harris
2017-06-01,5096,1559156493,305957,220000,15910.0,3.8,Harris
2017-07-01,4548,1359356869,298891,212000,16656.0,4.0,Harris
2017-08-01,3710,1081983646,291640,210000,16053.0,4.0,Harris
2017-09-01,4208,1233464557,293124,214000,14412.0,3.6,Harris
2017-10-01,4009,1142056509,284873,210000,13906.0,3.4,Harris
2017-11-01,3901,1111721262,284984,210000,13503.0,3.3,Harris
2017-12-01,4258,1262272799,296447,215450,11845.0,2.9,Harris
2018-01-01,2766,750437364,271308,200250,11981.0,2.9,Harris
2018-02-01,3341,948725706,283965,212199,12029.0,2.9,Harris
2018-03-01,4205,1225134338,291352,219900,12854.0,3.1,Harris
2018-04-01,4290,1321636383,308074,220000,13795.0,3.4,Harris
2018-05-01,4937,1507807750,305410,225000,14962.0,3.6,Harris
2018-06-01,5307,1685546459,317608,225800,15236.0,3.7,Harris
2018-07-01,4825,1477947203,306310,225000,15698.0,3.8,Harris
2018-08-01,5000,1484154593,296831,220000,15799.0,3.7,Harris
2018-09-01,3926,1157130547,294735,214950,15657.0,3.7,Harris
2018-10-01,4067,1219317041,299807,216000,15315.0,3.6,Harris
2018-11-01,3809,1151525115,302317,220629,14977.0,3.5,Harris
2018-12-01,4037,1261684870,312530,225000,13586.0,3.2,Harris
2019-01-01,2521,718219794,284895,210000,13981.0,3.3,Harris
2019-02-01,3214,916273047,285088,216000,14134.0,3.4,Harris
2019-03-01,4228,1261173388,298291,225000,14613.0,3.5,Harris
2019-04-01,4613,1451108218,314569,227900,15056.0,3.6,Harris
2019-05-01,5282,1735436458,328557,237500,15982.0,3.8,Harris
2019-06-01,4923,1611713640,327384,239000,16781.0,4.0,Harris
2019-07-01,5277,1632392739,309341,230000,16635.0,3.9,Harris
2019-08-01,5083,1594057852,313606,233000,16408.0,3.9,Harris
2019-09-01,4176,1249745835,299269,228000,16015.0,3.8,Harris
2019-10-01,4226,1271814789,300950,227000,15677.0,3.7,Harris
2019-11-01,3834,1140041673,297350,225890,14975.0,3.5,Harris
2019-12-01,4614,1489388868,322798,240000,13401.0,3.1,Harris
2020-01-01,2835,823672331,290537,218500,13746.0,3.2,Harris
2020-02-01,3543,1087337973,306898,230000,13746.0,3.1,Harris
2020-03-01,4403,1382510009,313993,239000,14105.0,3.2,Harris
2020-04-01,3493,1087329873,311288,235850,14296.0,3.3,Harris
2020-05-01,3666,1092110875,297903,232895,13700.0,3.3,Harris
2020-06-01,5162,1634814141,316702,245000,12793.0,3.1,Harris
2020-07-01,6016,2033583237,338029,250000,12722.0,3.0,Harris
2020-08-01,5202,1717558445,330173,252000,12070.0,2.8,Harris
2020-09-01,5145,1666714487,323948,245000,11640.0,2.7,Harris
2020-10-01,5310,1752753402,330085,250000,11311.0,2.6,Harris
2020-11-01,4576,1574935040,344173,259500,10533.0,2.3,Harris
2020-12-01,5663,1988698377,351174,259990,9313.0,2.0,Harris
2021-01-01,3553,1133703053,319083,247500,9081.0,2.0,Harris
2021-02-01,3479,1227977899,352969,262000,8229.0,1.8,Harris
2021-03-01,5369,2022008161,376608,278950,7592.0,1.6,Harris
2021-04-01,5389,1995156857,370228,280000,7858.0,1.6,Harris
2021-05-01,5645,2197428832,389270,288450,7898.0,1.6,Harris
2021-06-01,6213,2438914135,392550,298000,8745.0,1.7,Harris
2021-07-01,5955,2290672882,384664,290375,10259.0,2.0,Harris
2011-01-01,64,10603874,165686,146000,,,Hays
2011-02-01,109,22118032,202918,163000,,,Hays
2011-03-01,167,37659706,225507,175000,,,Hays
2011-04-01,149,31646461,212392,157000,,,Hays
2011-05-01,212,44356083,209227,172175,,,Hays
2011-06-01,207,38649210,186711,150000,,,Hays
2011-07-01,183,39591659,216348,160000,,,Hays
2011-08-01,198,49793239,251481,161450,,,Hays
2011-09-01,150,32019817,213465,164500,,,Hays
2011-10-01,118,22685883,192253,168500,,,Hays
2011-11-01,113,26453046,234098,168990,,,Hays
2011-12-01,125,23760639,190085,158000,,,Hays
2012-01-01,98,20975263,214033,161250,,,Hays
2012-02-01,112,23634672,211024,157950,,,Hays
2012-03-01,160,36271598,226697,191595,,,Hays
2012-04-01,183,39753447,217232,178000,,,Hays
2012-05-01,221,48435267,219164,177700,,,Hays
2012-06-01,251,59231876,235984,179995,,,Hays
2012-07-01,216,52098636,241197,208328,,,Hays
2012-08-01,222,48716534,219444,180400,,,Hays
2012-09-01,186,38994568,209648,165000,,,Hays
2012-10-01,201,44974063,223752,177000,,,Hays
2012-11-01,149,30052951,201698,169500,,,Hays
2012-12-01,172,38715624,225091,180763,,,Hays
2013-01-01,148,31577484,213361,169250,,,Hays
2013-02-01,149,32241915,216389,173500,,,Hays
2013-03-01,216,47511348,219960,176745,,,Hays
2013-04-01,237,61242145,258406,209000,,,Hays
2013-05-01,295,75057967,254434,206000,,,Hays
2013-06-01,257,63542565,247247,211300,,,Hays
2013-07-01,300,74632221,248774,191500,,,Hays
2013-08-01,327,77573035,237226,186770,,,Hays
2013-09-01,258,61610250,238799,193400,,,Hays
2013-10-01,224,56847405,253783,209338,,,Hays
2013-11-01,181,44551412,246140,185000,,,Hays
2013-12-01,201,46997529,233819,189000,,,Hays
2014-01-01,145,33803602,233128,184900,,,Hays
2014-02-01,183,43944633,240135,188000,,,Hays
2014-03-01,233,56975166,244529,195000,,,Hays
2014-04-01,266,70787501,266118,202750,,,Hays
2014-05-01,342,91149780,266520,215000,,,Hays
2014-06-01,329,89288463,271394,215000,,,Hays
2014-07-01,336,83846326,249543,196982,,,Hays
2014-08-01,279,70806016,253785,214000,,,Hays
2014-09-01,244,60083609,246244,200000,,,Hays
2014-10-01,246,69006446,280514,210000,,,Hays
2014-11-01,193,52382006,271409,217851,,,Hays
2014-12-01,283,73070815,258201,217200,,,Hays
2015-01-01,189,48678758,257560,217000,554.0,2.1,Hays
2015-02-01,200,55478873,277394,226000,544.0,2.1,Hays
2015-03-01,263,73348942,278893,225000,563.0,2.1,Hays
2015-04-01,288,79910229,277466,233850,622.0,2.3,Hays
2015-05-01,303,88301531,291424,234900,633.0,2.4,Hays
2015-06-01,334,99597494,298196,239472,654.0,2.5,Hays
2015-07-01,371,105581259,284586,225000,707.0,2.7,Hays
2015-08-01,303,84369073,278446,233750,719.0,2.7,Hays
2015-09-01,260,69139472,265921,219600,718.0,2.7,Hays
2015-10-01,252,69999959,277778,210250,701.0,2.6,Hays
2015-11-01,179,50686429,283164,231670,656.0,2.4,Hays
2015-12-01,268,78061502,291274,242500,590.0,2.2,Hays
2016-01-01,160,41611346,260071,227500,609.0,2.3,Hays
2016-02-01,199,58673925,294844,232000,603.0,2.3,Hays
2016-03-01,277,82827215,299015,243000,644.0,2.4,Hays
2016-04-01,315,92679606,294221,243144,716.0,2.7,Hays
2016-05-01,319,91709554,287491,231571,778.0,2.9,Hays
2016-06-01,375,114300009,304800,249000,846.0,3.1,Hays
2016-07-01,322,92327894,286733,236750,831.0,3.1,Hays
2016-08-01,350,104554838,298728,242500,847.0,3.1,Hays
2016-09-01,293,81781334,279117,226900,795.0,2.9,Hays
2016-10-01,248,73850611,297785,243125,808.0,2.9,Hays
2016-11-01,233,71322192,306104,245000,706.0,2.5,Hays
2016-12-01,286,87178754,304821,240500,611.0,2.2,Hays
2017-01-01,175,50963826,291222,231210,653.0,2.3,Hays
2017-02-01,202,59426031,294188,237611,690.0,2.4,Hays
2017-03-01,290,87579786,301999,255745,731.0,2.6,Hays
2017-04-01,311,103680067,333376,260000,777.0,2.7,Hays
2017-05-01,336,107538444,320055,251661,885.0,3.1,Hays
2017-06-01,402,125839034,313032,261500,940.0,3.3,Hays
2017-07-01,350,115363364,329610,267244,985.0,3.4,Hays
2017-08-01,348,109429598,314453,259000,1000.0,3.5,Hays
2017-09-01,275,87825999,319367,246441,963.0,3.3,Hays
2017-10-01,265,86470192,326303,252531,884.0,3.1,Hays
2017-11-01,267,79983701,299564,255000,828.0,2.8,Hays
2017-12-01,309,104471735,338096,263300,707.0,2.4,Hays
2018-01-01,196,61995312,316303,259372,707.0,2.4,Hays
2018-02-01,230,71176561,309463,249500,724.0,2.4,Hays
2018-03-01,309,97905217,316845,260000,797.0,2.7,Hays
2018-04-01,301,93915835,312013,247501,842.0,2.8,Hays
2018-05-01,383,125837773,328558,272990,932.0,3.1,Hays
2018-06-01,368,127440806,346307,281005,999.0,3.3,Hays
2018-07-01,360,114269566,317415,256019,1034.0,3.4,Hays
2018-08-01,373,127001769,340487,278000,1049.0,3.5,Hays
2018-09-01,309,102804804,332702,255900,1040.0,3.4,Hays
2018-10-01,289,93278105,322762,245000,1023.0,3.3,Hays
2018-11-01,280,91847832,328028,249500,972.0,3.1,Hays
2018-12-01,283,91334281,322736,259900,890.0,2.9,Hays
2019-01-01,172,56599061,329064,261750,896.0,2.9,Hays
2019-02-01,272,85236754,313370,262100,859.0,2.8,Hays
2019-03-01,327,103381973,316153,256500,898.0,2.9,Hays
2019-04-01,341,115182704,337779,289900,910.0,2.9,Hays
2019-05-01,423,146025283,345213,268900,974.0,3.1,Hays
2019-06-01,393,132611601,337434,270000,1015.0,3.2,Hays
2019-07-01,425,143570241,337812,265000,1054.0,3.3,Hays
2019-08-01,381,133791577,351159,265000,1044.0,3.2,Hays
2019-09-01,324,103816623,320422,269450,977.0,3.0,Hays
2019-10-01,313,103490206,330640,272500,940.0,2.9,Hays
2019-11-01,309,110358349,357147,256250,886.0,2.7,Hays
2019-12-01,312,106556778,341528,268092,843.0,2.5,Hays
2020-01-01,216,71918204,332955,255000,811.0,2.4,Hays
2020-02-01,285,112174736,393596,281000,788.0,2.3,Hays
2020-03-01,391,134218236,343269,280000,820.0,2.4,Hays
2020-04-01,379,131162889,346076,285000,924.0,2.7,Hays
2020-05-01,330,112803461,341829,266589,861.0,2.5,Hays
2020-06-01,534,191451398,358523,287132,672.0,1.9,Hays
2020-07-01,543,217698666,400918,309440,666.0,1.9,Hays
2020-08-01,488,186352758,381870,306200,550.0,1.5,Hays
2020-09-01,472,180863405,383185,313745,551.0,1.4,Hays
2020-10-01,419,164439117,392456,306000,518.0,1.3,Hays
2020-11-01,393,166038711,422490,305000,434.0,1.1,Hays
2020-12-01,427,165695566,388046,305000,295.0,0.7,Hays
2021-01-01,311,120588116,387743,296000,159.0,0.4,Hays
2021-02-01,303,123029136,406037,300000,157.0,0.4,Hays
2021-03-01,419,192844898,460250,345000,176.0,0.4,Hays
2021-04-01,410,207775636,506770,372500,218.0,0.5,Hays
2021-05-01,442,222213528,502746,375000,211.0,0.5,Hays
2021-06-01,513,255658371,498359,385000,247.0,0.6,Hays
2021-07-01,462,241788651,523352,390826,383.0,0.9,Hays
2021-08-01,437,225932518,517008,399000,460.0,1.1,Hays
2011-01-01,173,21828325,126175,107000,,,Hidalgo
2011-02-01,162,21048087,129926,109000,,,Hidalgo
2011-03-01,233,27774306,119203,97000,,,Hidalgo
2011-04-01,172,20348612,118306,95500,,,Hidalgo
2011-05-01,187,25464501,136174,112900,,,Hidalgo
2011-06-01,208,28181694,135489,110000,,,Hidalgo
2011-07-01,166,21122064,127241,114750,,,Hidalgo
2011-08-01,214,25867572,120877,110000,,,Hidalgo
2011-09-01,189,23090433,122172,102199,,,Hidalgo
2011-10-01,173,22652936,130942,102500,,,Hidalgo
2011-11-01,159,22143240,139266,117000,,,Hidalgo
2011-12-01,143,17245028,120595,104900,,,Hidalgo
2012-01-01,133,15105730,113577,104950,,,Hidalgo
2012-02-01,166,19480050,117350,92100,,,Hidalgo
2012-03-01,179,23247221,129873,107000,,,Hidalgo
2012-04-01,169,22565070,133521,113000,,,Hidalgo
2012-05-01,206,25137292,122026,102961,,,Hidalgo
2012-06-01,219,27217668,124282,111325,,,Hidalgo
2012-07-01,207,27942234,134987,109900,,,Hidalgo
2012-08-01,215,26418569,122877,104900,,,Hidalgo
2012-09-01,163,21982555,134862,110000,,,Hidalgo
2012-10-01,215,28101425,130704,104000,,,Hidalgo
2012-11-01,158,21260325,134559,118000,,,Hidalgo
2012-12-01,180,23541983,130789,110000,,,Hidalgo
2013-01-01,149,18305971,122859,107500,,,Hidalgo
2013-02-01,190,22602407,118960,107500,,,Hidalgo
2013-03-01,178,22375654,125706,105250,,,Hidalgo
2013-04-01,208,27173877,130644,111250,,,Hidalgo
2013-05-01,209,29084659,139161,113000,,,Hidalgo
2013-06-01,213,29915305,140447,114000,,,Hidalgo
2013-07-01,204,30150598,147797,125910,,,Hidalgo
2013-08-01,191,24238620,126904,114561,,,Hidalgo
2013-09-01,193,27668328,143359,120000,,,Hidalgo
2013-10-01,206,29611034,143743,123000,,,Hidalgo
2013-11-01,179,23480116,131174,114450,,,Hidalgo
2013-12-01,159,22474712,141350,113000,,,Hidalgo
2014-01-01,144,18755084,130244,111000,,,Hidalgo
2014-02-01,156,19239462,123330,111000,,,Hidalgo
2014-03-01,202,28243791,139821,123000,,,Hidalgo
2014-04-01,213,30217700,141867,120000,,,Hidalgo
2014-05-01,210,28075981,133695,117500,,,Hidalgo
2014-06-01,221,30742137,139105,125000,,,Hidalgo
2014-07-01,242,32936287,136100,124900,,,Hidalgo
2014-08-01,203,28789911,141822,119000,,,Hidalgo
2014-09-01,200,29847559,149238,124500,,,Hidalgo
2014-10-01,201,27097228,134812,122000,,,Hidalgo
2014-11-01,184,24194444,131492,113000,,,Hidalgo
2014-12-01,218,31798262,145864,125000,,,Hidalgo
2015-01-01,189,25361958,134190,120000,1940.0,9.5,Hidalgo
2015-02-01,168,20805214,123841,110000,2007.0,9.8,Hidalgo
2015-03-01,216,28001309,129636,115000,2003.0,9.8,Hidalgo
2015-04-01,216,29623770,137147,125000,2036.0,9.9,Hidalgo
2015-05-01,239,33665796,140861,123500,2079.0,10.0,Hidalgo
2015-06-01,241,35609313,147756,124250,2094.0,10.0,Hidalgo
2015-07-01,277,39356445,142081,125258,2177.0,10.2,Hidalgo
2015-08-01,221,31740491,143622,130000,2221.0,10.4,Hidalgo
2015-09-01,236,34952438,148104,127600,2187.0,10.1,Hidalgo
2015-10-01,230,34484259,149932,128350,2185.0,10.0,Hidalgo
2015-11-01,177,25580142,144521,132000,2146.0,9.8,Hidalgo
2015-12-01,242,36331218,150129,126000,2006.0,9.1,Hidalgo
2016-01-01,168,23728114,141239,129250,2049.0,9.3,Hidalgo
2016-02-01,187,25571347,136745,121000,2082.0,9.4,Hidalgo
2016-03-01,218,29498661,135315,125000,1964.0,8.9,Hidalgo
2016-04-01,255,38848851,152348,137900,1843.0,8.2,Hidalgo
2016-05-01,220,34105148,155023,143700,1801.0,8.1,Hidalgo
2016-06-01,262,40637584,155105,140350,1834.0,8.2,Hidalgo
2016-07-01,231,33274713,144046,137000,1830.0,8.3,Hidalgo
2016-08-01,265,40664096,153449,137000,1834.0,8.2,Hidalgo
2016-09-01,250,37951248,151805,131000,1891.0,8.4,Hidalgo
2016-10-01,208,33910401,163031,140000,1931.0,8.6,Hidalgo
2016-11-01,209,33810816,161774,142000,1912.0,8.5,Hidalgo
2016-12-01,204,31027996,152098,132250,1866.0,8.4,Hidalgo
2017-01-01,170,25744746,151440,135750,1868.0,8.4,Hidalgo
2017-02-01,207,32910604,158988,141418,1901.0,8.5,Hidalgo
2017-03-01,261,40013929,153310,137500,1907.0,8.3,Hidalgo
2017-04-01,224,36788091,164233,145000,1878.0,8.3,Hidalgo
